atomic_stat,avg_odds,bets_with_units,direction,losses,market_type,n,net_units,odds_count,odds_sum,pushes,rating_bucket,roi,source_id,total_stake,units_missing_count,wilson_lower,win_pct,wins
,,2,DAL,2,spread,2,-2.0,0,0.0,0,4_star,-1.0,betql,2.0,0,0.0,0.0,0
,,1,DEN,1,spread,2,-1.0,0,0.0,0,4_star,-1.0,betql,1.0,1,0.0945,0.5,1
,,0,IND,0,spread,2,0.0,0,0.0,0,4_star,,betql,0.0,2,0.3424,1.0,2
pts_reb_ast,,2,UNDER,2,player_prop,2,-2.0,0,0.0,0,5_star,-1.0,betql,2.0,0,0.0,0.0,0
,,1,ATL,1,spread,2,-1.0,0,0.0,0,5_star,-1.0,betql,1.0,1,0.0945,0.5,1
,,2,BKN,2,spread,2,-2.0,0,0.0,0,5_star,-1.0,betql,2.0,0,0.0,0.0,0
,,2,CLE,1,spread,3,-1.0,0,0.0,1,5_star,-0.5,betql,2.0,1,0.0945,0.5,1
,,1,DAL,1,spread,2,-1.0,0,0.0,0,5_star,-1.0,betql,1.0,1,0.0945,0.5,1
,,1,PHX,1,spread,2,-1.0,0,0.0,0,5_star,-1.0,betql,1.0,1,0.0945,0.5,1
,,1,TOR,1,spread,2,-1.0,0,0.0,0,5_star,-1.0,betql,1.0,1,0.0945,0.5,1
assists,118.0,1,UNDER,0,player_prop,2,0.0,1,118.0,0,unrated,0.0,bettingpros_experts,0.92,1,0.3424,1.0,2
blocks,,0,OVER,0,player_prop,2,0.0,0,0.0,0,unrated,,bettingpros_experts,0.0,2,0.3424,1.0,2
pts_reb,9.0,2,UNDER,1,player_prop,2,0.07599999999999996,2,18.0,0,unrated,0.03937823834196889,bettingpros_experts,1.9300000000000002,0,0.0945,0.5,1
pts_reb_ast,-110.0,2,UNDER,0,player_prop,2,1.9089999999999998,2,-220.0,0,unrated,0.9090476190476189,bettingpros_experts,2.1,0,0.3424,1.0,2
rebounds,202.0,1,UNDER,1,player_prop,2,-0.66,1,202.0,0,unrated,-1.0,bettingpros_experts,0.66,1,0.0945,0.5,1
,,2,,2,spread,2,-2.0,0,0.0,0,unrated,-1.0,bettingpros_experts,2.0,0,0.0,0.0,0
,,1,UTA,1,spread,2,-1.0,0,0.0,0,unrated,-1.0,bettingpros_experts,1.0,1,0.0945,0.5,1
threes,-13.5,2,OVER,1,player_prop,2,-0.10399999999999987,2,-27.0,0,5_star,-0.04952380952380946,covers,2.1,0,0.0945,0.5,1
,-59.5,2,DET,1,spread,2,1.233,2,-119.0,0,unrated,0.9558139534883722,covers,1.29,0,0.0945,0.5,1
threes,-5.5,2,OVER,2,player_prop,2,-2.05,2,-11.0,0,unrated,-1.0,juicereel_nukethebooks,2.05,0,0.0,0.0,0
pts_ast,-110.0,2,UNDER,1,player_prop,2,-0.09500000000000008,2,-220.0,0,unrated,-0.04523809523809528,juicereel_sxebets,2.1,0,0.0945,0.5,1
,-107.5,2,BKN,2,spread,2,-2.0700000000000003,2,-215.0,0,unrated,-1.0,oddstrader,2.0700000000000003,0,0.0,0.0,0
