avg_odds,bets_with_units,by_market,expert_name,losses,n,net_units,odds_count,odds_sum,pushes,roi,source_id,total_stake,units_missing_count,wilson_lower,win_pct,wins
-99.37142857142857,71,"{""moneyline"": {""losses"": 5, ""n"": 6, ""net_units"": -4.051, ""wilson_lower"": 0.0301, ""win_pct"": 0.16666666666666666, ""wins"": 1}, ""player_prop"": {""losses"": 5, ""n"": 7, ""net_units"": -3.309, ""wilson_lower"": 0.0822, ""win_pct"": 0.2857142857142857, ""wins"": 2}, ""spread"": {""losses"": 21, ""n"": 44, ""net_units"": -0.452, ""wilson_lower"": 0.3794, ""win_pct"": 0.5227272727272727, ""wins"": 23}, ""total"": {""losses"": 6, ""n"": 12, ""net_units"": -0.554, ""wilson_lower"": 0.2538, ""win_pct"": 0.5, ""wins"": 6}}",Micah Roberts,39,72,-9.473000000000004,70,-6956.0,0,-0.12886682084070206,sportsline,73.50999999999998,1,0.3483,0.4583333333333333,33
379.29824561403507,63,"{""moneyline"": {""losses"": 4, ""n"": 16, ""net_units"": 6.652, ""wilson_lower"": 0.505, ""win_pct"": 0.75, ""wins"": 12}, ""player_prop"": {""losses"": 20, ""n"": 47, ""net_units"": 24.647, ""wilson_lower"": 0.4328, ""win_pct"": 0.574468085106383, ""wins"": 27}, ""spread"": {""losses"": 3, ""n"": 5, ""net_units"": -1.235, ""wilson_lower"": 0.1176, ""win_pct"": 0.4, ""wins"": 2}}",nomadicmitch,27,68,30.063999999999997,57,21620.0,0,0.5593302325581395,bettingpros_experts,53.75,5,0.4842,0.6029411764705882,41
-17289.533333333333,63,"{""player_prop"": {""losses"": 19, ""n"": 66, ""net_units"": -10.348, ""wilson_lower"": 0.5936, ""win_pct"": 0.7121212121212122, ""wins"": 47}, ""spread"": {""losses"": 0, ""n"": 1, ""net_units"": 0.955, ""wilson_lower"": 0.2065, ""win_pct"": 1.0, ""wins"": 1}}",bettor73790,19,67,-9.392999999999997,60,-1037372.0,0,-0.09642747151216505,bettingpros_experts,97.41,4,0.5991,0.7164179104477612,48
-192.91044776119404,67,"{""moneyline"": {""losses"": 0, ""n"": 4, ""net_units"": 0.551, ""wilson_lower"": 0.5101, ""win_pct"": 1.0, ""wins"": 4}, ""player_prop"": {""losses"": 27, ""n"": 60, ""net_units"": -2.026, ""wilson_lower"": 0.408, ""win_pct"": 0.5344827586206896, ""wins"": 31}, ""spread"": {""losses"": 0, ""n"": 1, ""net_units"": 0.869, ""wilson_lower"": 0.2065, ""win_pct"": 1.0, ""wins"": 1}, ""total"": {""losses"": 1, ""n"": 3, ""net_units"": -0.095, ""wilson_lower"": 0.2077, ""win_pct"": 0.6666666666666666, ""wins"": 2}}",colin.vuong,28,68,-0.7010000000000005,67,-12925.0,2,-0.00912047879260995,bettingpros_experts,76.85999999999997,1,0.4556,0.5757575757575758,38
-74.75409836065573,64,"{""moneyline"": {""losses"": 1, ""n"": 7, ""net_units"": 5.727, ""wilson_lower"": 0.4869, ""win_pct"": 0.8571428571428571, ""wins"": 6}, ""player_prop"": {""losses"": 26, ""n"": 43, ""net_units"": -12.624, ""wilson_lower"": 0.25, ""win_pct"": 0.38095238095238093, ""wins"": 16}, ""spread"": {""losses"": 3, ""n"": 4, ""net_units"": -2.351, ""wilson_lower"": 0.0456, ""win_pct"": 0.25, ""wins"": 1}, ""total"": {""losses"": 3, ""n"": 11, ""net_units"": 4.176, ""wilson_lower"": 0.4343, ""win_pct"": 0.7272727272727273, ""wins"": 8}}",jacobparchert,33,65,-5.072000000000004,61,-4560.0,1,-0.07661631419939584,bettingpros_experts,66.19999999999999,1,0.3663,0.484375,31
-38.11940298507463,68,"{""moneyline"": {""losses"": 2, ""n"": 2, ""net_units"": -0.55, ""wilson_lower"": 0.0, ""win_pct"": 0.0, ""wins"": 0}, ""player_prop"": {""losses"": 18, ""n"": 61, ""net_units"": 17.622, ""wilson_lower"": 0.5552, ""win_pct"": 0.6842105263157895, ""wins"": 39}, ""spread"": {""losses"": 1, ""n"": 2, ""net_units"": -0.001, ""wilson_lower"": 0.0945, ""win_pct"": 0.5, ""wins"": 1}, ""total"": {""losses"": 3, ""n"": 3, ""net_units"": -3.14, ""wilson_lower"": 0.0, ""win_pct"": 0.0, ""wins"": 0}}",jjead76,24,68,13.930999999999994,67,-2554.0,4,0.1984755663199886,bettingpros_experts,70.18999999999997,0,0.5025,0.625,40
-213.66153846153847,65,"{""player_prop"": {""losses"": 22, ""n"": 65, ""net_units"": 3.149, ""wilson_lower"": 0.5275, ""win_pct"": 0.6507936507936508, ""wins"": 41}}",akelder15,22,65,3.148999999999998,65,-13888.0,2,0.038538734549014776,bettingpros_experts,81.71000000000001,0,0.5275,0.6507936507936508,41
73.0,35,"{""moneyline"": {""losses"": 0, ""n"": 2, ""net_units"": 2.031, ""wilson_lower"": 0.3424, ""win_pct"": 1.0, ""wins"": 2}, ""player_prop"": {""losses"": 25, ""n"": 50, ""net_units"": -24.046, ""wilson_lower"": 0.3664, ""win_pct"": 0.5, ""wins"": 25}, ""spread"": {""losses"": 2, ""n"": 3, ""net_units"": -0.72, ""wilson_lower"": 0.0615, ""win_pct"": 0.3333333333333333, ""wins"": 1}, ""total"": {""losses"": 2, ""n"": 4, ""net_units"": 1.281, ""wilson_lower"": 0.15, ""win_pct"": 0.5, ""wins"": 2}}",johnmorrow,29,59,-21.453999999999997,9,657.0,0,-0.6417588991923421,bettingpros_experts,33.43,24,0.3843,0.5084745762711864,30
-339078.25423728814,59,"{""moneyline"": {""losses"": 2, ""n"": 2, ""net_units"": -2.03, ""wilson_lower"": 0.0, ""win_pct"": 0.0, ""wins"": 0}, ""player_prop"": {""losses"": 14, ""n"": 28, ""net_units"": -5.95, ""wilson_lower"": 0.3074, ""win_pct"": 0.48148148148148145, ""wins"": 13}, ""spread"": {""losses"": 11, ""n"": 25, ""net_units"": 1.329, ""wilson_lower"": 0.3707, ""win_pct"": 0.56, ""wins"": 14}, ""total"": {""losses"": 4, ""n"": 4, ""net_units"": -4.04, ""wilson_lower"": 0.0, ""win_pct"": 0.0, ""wins"": 0}}",Miguel,31,59,-10.691000000000008,59,-20005617.0,1,-0.1623784933171326,bettingpros_experts,65.83999999999997,0,0.3433,0.46551724137931033,27
-46.11538461538461,54,"{""moneyline"": {""losses"": 8, ""n"": 15, ""net_units"": -2.701, ""wilson_lower"": 0.2481, ""win_pct"": 0.4666666666666667, ""wins"": 7}, ""player_prop"": {""losses"": 5, ""n"": 9, ""net_units"": -2.189, ""wilson_lower"": 0.1888, ""win_pct"": 0.4444444444444444, ""wins"": 4}, ""spread"": {""losses"": 8, ""n"": 19, ""net_units"": 0.744, ""wilson_lower"": 0.3372, ""win_pct"": 0.5555555555555556, ""wins"": 10}, ""total"": {""losses"": 7, ""n"": 16, ""net_units"": -0.498, ""wilson_lower"": 0.3318, ""win_pct"": 0.5625, ""wins"": 9}}",shefdog33,28,59,-4.644000000000002,52,-2398.0,1,-0.08352517985611514,bettingpros_experts,55.6,5,0.3916,0.5172413793103449,30
